# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -43.5372
# Longitude (positive East, ISO 19115): 172.7049
# Altitude (m): 8.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2026-08-24
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-10-13T19:00:00.0/2022-10-13T20:00:00.0;444.5905;297.3997;211.5166;85.8831;642.2722;244.0276;112.4633;131.5643;352.1463;1.0000
2022-10-13T20:00:00.0/2022-10-13T21:00:00.0;674.5176;496.3073;389.4088;106.8984;787.6823;445.1736;282.6399;162.5337;587.2531;1.0000
2022-10-13T21:00:00.0/2022-10-13T22:00:00.0;867.4042;668.1539;549.6742;118.4796;866.6843;301.7628;24.8738;276.8889;39.1963;1.0000
2022-10-13T22:00:00.0/2022-10-13T23:00:00.0;1010.1167;796.8184;672.4056;124.4128;911.1357;654.9338;302.3034;352.6303;407.1226;1.0000
2022-10-13T23:00:00.0/2022-10-14T00:00:00.0;1092.9423;871.9327;745.4152;126.5175;933.8018;739.6855;376.0511;363.6344;470.9666;1.0000
2022-10-14T00:00:00.0/2022-10-14T01:00:00.0;1110.2506;888.2700;763.8060;124.4639;942.0024;699.6140;267.1706;432.4435;329.7859;1.0000
2022-10-14T01:00:00.0/2022-10-14T02:00:00.0;1060.8842;844.6995;726.1004;118.5991;937.1060;805.2941;619.1683;186.1258;800.4753;1.0000
2022-10-14T02:00:00.0/2022-10-14T03:00:00.0;948.2273;744.1755;634.1367;110.0388;915.3537;734.5535;611.8477;122.7058;884.2125;0.9167
2022-10-14T03:00:00.0/2022-10-14T04:00:00.0;779.9816;594.9069;496.1723;98.7346;869.8217;594.9069;496.1723;98.7346;869.8217;1.0000
2022-10-14T04:00:00.0/2022-10-14T05:00:00.0;567.6386;409.5323;326.3770;83.1554;783.4000;409.5323;326.3770;83.1554;783.4000;1.0000
2022-10-14T05:00:00.0/2022-10-14T06:00:00.0;325.6952;207.3186;147.9430;59.3756;605.2993;207.3186;147.9430;59.3756;605.2993;1.0000
2022-10-14T06:00:00.0/2022-10-14T07:00:00.0;77.0441;35.5634;17.8323;17.7311;181.0264;35.5634;17.8323;17.7311;181.0264;0.8750
2022-10-14T07:00:00.0/2022-10-14T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T08:00:00.0/2022-10-14T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T09:00:00.0/2022-10-14T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T10:00:00.0/2022-10-14T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T11:00:00.0/2022-10-14T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T12:00:00.0/2022-10-14T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T13:00:00.0/2022-10-14T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T14:00:00.0/2022-10-14T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T15:00:00.0/2022-10-14T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T16:00:00.0/2022-10-14T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-14T17:00:00.0/2022-10-14T18:00:00.0;10.0559;3.2810;0.8076;2.4734;19.3058;2.5009;0.0509;2.4499;1.2170;0.8667
2022-10-14T18:00:00.0/2022-10-14T19:00:00.0;200.3905;113.4731;72.3162;41.1569;447.2430;84.2034;8.8085;75.3950;51.8273;0.8167
2022-10-14T19:00:00.0/2022-10-14T20:00:00.0;451.5535;313.5583;243.9157;69.6425;732.1879;243.3435;84.7780;158.5655;255.7841;1.0000
2022-10-14T20:00:00.0/2022-10-14T21:00:00.0;681.2771;511.8495;426.9897;84.8597;856.3218;381.2494;144.9715;236.2779;282.3198;1.0000
2022-10-14T21:00:00.0/2022-10-14T22:00:00.0;873.9171;681.1034;586.9902;94.1132;919.4487;506.7251;169.4929;337.2321;265.7727;1.0000
2022-10-14T22:00:00.0/2022-10-14T23:00:00.0;1016.3568;806.2473;706.2188;100.0285;951.7206;671.4432;323.9076;347.5356;435.3738;1.0000
2022-10-14T23:00:00.0/2022-10-15T00:00:00.0;1098.9023;878.1779;774.7877;103.3903;965.9059;763.9124;423.7244;340.1880;527.8051;1.0000
2022-10-15T00:00:00.0/2022-10-15T01:00:00.0;1115.9426;890.5732;781.7242;108.8490;959.6953;887.6614;771.7759;115.8855;947.5173;1.0000
2022-10-15T01:00:00.0/2022-10-15T02:00:00.0;1066.3386;842.4936;726.3898;116.1037;933.0673;842.4936;726.3898;116.1037;933.0673;1.0000
2022-10-15T02:00:00.0/2022-10-15T03:00:00.0;953.4909;738.0562;618.9701;119.0861;888.7178;737.3555;617.5651;119.7904;886.5322;0.9167
2022-10-15T03:00:00.0/2022-10-15T04:00:00.0;785.1141;586.1680;471.7985;114.3696;821.6984;542.9047;372.9524;169.9522;646.7828;1.0000
2022-10-15T04:00:00.0/2022-10-15T05:00:00.0;572.7086;399.9357;300.1286;99.8071;713.2566;399.9357;300.1286;99.8071;713.2566;1.0000
2022-10-15T05:00:00.0/2022-10-15T06:00:00.0;330.7754;199.1461;127.0368;72.1094;508.1487;195.9954;122.2808;73.7146;479.1884;1.0000
2022-10-15T06:00:00.0/2022-10-15T07:00:00.0;81.0801;34.1039;13.3992;20.7047;129.1964;33.2821;12.2527;21.0294;121.1100;0.9500
2022-10-15T07:00:00.0/2022-10-15T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T08:00:00.0/2022-10-15T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T09:00:00.0/2022-10-15T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T10:00:00.0/2022-10-15T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T11:00:00.0/2022-10-15T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T12:00:00.0/2022-10-15T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T13:00:00.0/2022-10-15T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T14:00:00.0/2022-10-15T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T15:00:00.0/2022-10-15T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T16:00:00.0/2022-10-15T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-15T17:00:00.0/2022-10-15T18:00:00.0;12.1653;3.7714;0.8492;2.9221;19.2274;2.0857;0.0019;2.0838;0.0437;0.8500
2022-10-15T18:00:00.0/2022-10-15T19:00:00.0;207.4258;111.4053;67.1828;44.2224;401.1028;76.4437;18.3173;58.1264;86.8685;0.8167
2022-10-15T19:00:00.0/2022-10-15T20:00:00.0;458.4342;306.1672;230.9172;75.2501;682.4672;304.3358;227.9585;76.3774;670.7144;1.0000
2022-10-15T20:00:00.0/2022-10-15T21:00:00.0;687.9497;500.5420;409.3127;91.2293;813.1202;500.5420;409.3127;91.2293;813.1202;1.0000
2022-10-15T21:00:00.0/2022-10-15T22:00:00.0;880.3423;667.5153;567.3613;100.1540;882.5787;667.5153;567.3613;100.1540;882.5787;1.0000
2022-10-15T22:00:00.0/2022-10-15T23:00:00.0;1022.5124;792.0045;686.9420;105.0625;920.6357;792.0045;686.9420;105.0625;920.6357;1.0000
2022-10-15T23:00:00.0/2022-10-16T00:00:00.0;1104.7848;863.8356;756.8870;106.9485;939.0761;863.8356;756.8870;106.9485;939.0761;1.0000
2022-10-16T00:00:00.0/2022-10-16T01:00:00.0;1121.5669;876.6033;766.2013;110.4020;936.4487;876.6033;766.2013;110.4020;936.4487;1.0000
2022-10-16T01:00:00.0/2022-10-16T02:00:00.0;1071.7379;829.3734;714.5190;114.8545;913.7270;829.3734;714.5190;114.8545;913.7270;1.0000
2022-10-16T02:00:00.0/2022-10-16T03:00:00.0;958.7136;726.5756;610.9510;115.6245;872.9501;726.5756;610.9510;115.6245;872.9501;0.9167
2022-10-16T03:00:00.0/2022-10-16T04:00:00.0;790.2206;577.0477;467.2690;109.7787;809.0403;512.7170;327.1830;185.5340;548.0511;1.0000
2022-10-16T04:00:00.0/2022-10-16T05:00:00.0;577.7672;393.9396;298.8296;95.1100;704.5160;237.6228;38.2625;199.3604;92.2159;1.0000
2022-10-16T05:00:00.0/2022-10-16T06:00:00.0;335.8574;197.2642;128.8751;68.3891;509.2077;181.2581;95.3695;85.8886;391.9927;1.0000
2022-10-16T06:00:00.0/2022-10-16T07:00:00.0;85.2281;35.0039;14.5552;20.4487;137.8999;35.0039;14.5552;20.4487;137.8999;0.9417
2022-10-16T07:00:00.0/2022-10-16T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T08:00:00.0/2022-10-16T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T09:00:00.0/2022-10-16T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T10:00:00.0/2022-10-16T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T11:00:00.0/2022-10-16T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T12:00:00.0/2022-10-16T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T13:00:00.0/2022-10-16T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T14:00:00.0/2022-10-16T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T15:00:00.0/2022-10-16T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T16:00:00.0/2022-10-16T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-16T17:00:00.0/2022-10-16T18:00:00.0;14.4425;4.4234;0.9980;3.4254;21.2374;0.5048;0.0000;0.5048;0.0000;0.8333
2022-10-16T18:00:00.0/2022-10-16T19:00:00.0;214.3837;112.7176;65.7972;46.9205;382.2461;40.0601;3.9954;36.0647;16.9328;0.8167
2022-10-16T19:00:00.0/2022-10-16T20:00:00.0;465.2298;305.1732;222.6172;82.5561;648.7102;241.4746;86.1129;155.3618;247.9722;1.0000
2022-10-16T20:00:00.0/2022-10-16T21:00:00.0;694.5329;498.5034;393.6963;104.8070;775.0935;393.3773;158.1906;235.1868;316.6469;1.0000
2022-10-16T21:00:00.0/2022-10-16T22:00:00.0;886.6776;665.5264;545.3521;120.1743;842.7462;629.9082;455.7525;174.1557;695.0145;1.0000
2022-10-16T22:00:00.0/2022-10-16T23:00:00.0;1028.5817;790.4441;659.0904;131.3537;878.6018;790.4441;659.0904;131.3537;878.6018;1.0000
2022-10-16T23:00:00.0/2022-10-17T00:00:00.0;1110.5880;862.9390;723.8197;139.1193;893.8673;653.6486;348.5686;305.0800;434.8654;1.0000
2022-10-17T00:00:00.0/2022-10-17T01:00:00.0;1127.1227;877.9323;738.9874;138.9450;899.2609;142.1437;2.3675;139.7762;2.8727;1.0000
2022-10-17T01:00:00.0/2022-10-17T02:00:00.0;1077.0815;834.3376;703.3787;130.9589;895.6353;361.6086;48.7316;312.8770;63.4077;1.0000
2022-10-17T02:00:00.0/2022-10-17T03:00:00.0;963.8950;735.0953;615.0192;120.0761;874.7928;300.1401;30.8093;269.3308;41.9235;0.9167
2022-10-17T03:00:00.0/2022-10-17T04:00:00.0;795.3008;587.4603;478.8743;108.5860;824.4469;210.3230;3.7415;206.5815;6.7991;1.0000
2022-10-17T04:00:00.0/2022-10-17T05:00:00.0;582.8140;404.2095;310.3958;93.8137;726.2686;113.5229;3.2161;110.3067;7.2482;1.0000
2022-10-17T05:00:00.0/2022-10-17T06:00:00.0;340.9408;206.0487;137.8716;68.1771;538.5164;119.5546;9.8375;109.7171;44.7132;1.0000
2022-10-17T06:00:00.0/2022-10-17T07:00:00.0;89.5401;38.6670;17.1623;21.5048;160.3478;36.2582;11.2076;25.0506;117.3781;0.9250
2022-10-17T07:00:00.0/2022-10-17T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T08:00:00.0/2022-10-17T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T09:00:00.0/2022-10-17T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T10:00:00.0/2022-10-17T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T11:00:00.0/2022-10-17T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T12:00:00.0/2022-10-17T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T13:00:00.0/2022-10-17T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T14:00:00.0/2022-10-17T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T15:00:00.0/2022-10-17T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T16:00:00.0/2022-10-17T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-17T17:00:00.0/2022-10-17T18:00:00.0;16.8569;5.8754;2.1044;3.7711;42.0342;5.8754;2.1044;3.7711;42.0342;0.8250
2022-10-17T18:00:00.0/2022-10-17T19:00:00.0;221.2610;125.8570;85.4083;40.4487;492.4414;35.3627;14.1996;21.1631;134.0495;0.9000
2022-10-17T19:00:00.0/2022-10-17T20:00:00.0;471.9372;323.8653;258.4066;65.4587;744.6003;92.8587;0.2938;92.5648;0.7885;1.0000
2022-10-17T20:00:00.0/2022-10-17T21:00:00.0;701.0239;518.9976;439.5039;79.4937;858.2609;336.5736;90.4408;246.1328;165.7459;1.0000
2022-10-17T21:00:00.0/2022-10-17T22:00:00.0;892.9208;687.0973;597.9580;89.1393;918.2521;670.1454;551.4744;118.6711;840.8364;1.0000
2022-10-17T22:00:00.0/2022-10-17T23:00:00.0;1034.5629;813.4409;716.7260;96.7148;950.4753;813.4409;716.7260;96.7148;950.4753;1.0000
2022-10-17T23:00:00.0/2022-10-18T00:00:00.0;1116.3109;887.1407;785.1608;101.9799;965.1843;887.1407;785.1608;101.9799;965.1843;1.0000
2022-10-18T00:00:00.0/2022-10-18T01:00:00.0;1132.6088;900.5200;791.4917;109.0283;958.9892;874.7621;718.2752;156.4869;869.8408;1.0000
2022-10-18T01:00:00.0/2022-10-18T02:00:00.0;1082.3687;852.4518;735.1851;117.2667;931.9372;690.5326;401.6484;288.8842;513.3403;1.0000
2022-10-18T02:00:00.0/2022-10-18T03:00:00.0;969.0347;748.3203;626.8932;121.4270;887.1396;308.7546;55.1128;253.6418;74.2128;0.9167
2022-10-18T03:00:00.0/2022-10-18T04:00:00.0;800.3545;598.0676;485.6115;112.4562;831.5814;100.7195;0.0476;100.6719;0.0782;1.0000
2022-10-18T04:00:00.0/2022-10-18T05:00:00.0;587.8489;414.9142;324.0863;90.8279;753.2154;95.1507;0.0978;95.0528;0.2012;1.0000
2022-10-18T05:00:00.0/2022-10-18T06:00:00.0;346.0251;216.5691;154.2577;62.3114;598.3429;104.7691;6.3596;98.4094;25.9451;1.0000
2022-10-18T06:00:00.0/2022-10-18T07:00:00.0;93.9303;43.4521;22.9653;20.4868;214.5794;33.8880;6.7493;27.1387;89.1170;0.9250
2022-10-18T07:00:00.0/2022-10-18T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T08:00:00.0/2022-10-18T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T09:00:00.0/2022-10-18T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T10:00:00.0/2022-10-18T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T11:00:00.0/2022-10-18T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T12:00:00.0/2022-10-18T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T13:00:00.0/2022-10-18T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T14:00:00.0/2022-10-18T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T15:00:00.0/2022-10-18T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T16:00:00.0/2022-10-18T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-18T17:00:00.0/2022-10-18T18:00:00.0;19.4729;6.6159;2.0816;4.5343;39.2199;0.8434;0.0000;0.8434;0.0000;0.8083
2022-10-18T18:00:00.0/2022-10-18T19:00:00.0;228.0546;127.8216;82.8316;44.9900;461.8565;101.9383;63.2237;38.7146;301.3898;0.9000
2022-10-18T19:00:00.0/2022-10-18T20:00:00.0;478.5535;327.4289;255.9683;71.4606;727.1685;327.4289;255.9683;71.4606;727.1685;1.0000
2022-10-18T20:00:00.0/2022-10-18T21:00:00.0;707.4203;524.7692;440.0043;84.7650;851.7225;500.2200;375.0602;125.1598;732.8785;1.0000
2022-10-18T21:00:00.0/2022-10-18T22:00:00.0;899.0699;694.1688;602.7860;91.3827;919.7376;619.8210;394.2045;225.6166;597.5754;1.0000
2022-10-18T22:00:00.0/2022-10-18T23:00:00.0;1040.4542;820.4691;726.4346;94.0345;958.3765;777.7466;601.7825;175.9640;794.8097;1.0000
2022-10-18T23:00:00.0/2022-10-19T00:00:00.0;1121.9520;893.7009;799.7139;93.9870;978.6530;789.5104;503.7046;285.8058;614.2231;1.0000
2022-10-19T00:00:00.0/2022-10-19T01:00:00.0;1138.0243;908.3561;816.8521;91.5040;985.5790;894.0904;768.4518;125.6386;926.8117;1.0000
2022-10-19T01:00:00.0/2022-10-19T02:00:00.0;1087.5988;863.5114;776.6078;86.9036;980.4117;849.4194;728.7099;120.7096;919.3766;1.0000
2022-10-19T02:00:00.0/2022-10-19T03:00:00.0;974.1321;762.8051;682.1883;80.6168;961.2855;743.9448;623.5429;120.4019;876.5944;0.9167
2022-10-19T03:00:00.0/2022-10-19T04:00:00.0;805.3811;614.2909;540.6761;73.6148;920.7320;567.5682;420.1185;147.4497;699.4539;1.0000
2022-10-19T04:00:00.0/2022-10-19T05:00:00.0;592.8712;430.2798;365.6041;64.6757;843.4551;333.6923;138.4093;195.2831;335.2772;1.0000
2022-10-19T05:00:00.0/2022-10-19T06:00:00.0;351.1098;229.0497;179.4147;49.6350;688.3183;202.4785;115.8108;86.6677;474.2940;1.0000
2022-10-19T06:00:00.0/2022-10-19T07:00:00.0;98.4338;48.6266;29.6750;18.9516;275.9807;48.6266;29.6750;18.9516;275.9807;0.9083
2022-10-19T07:00:00.0/2022-10-19T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T08:00:00.0/2022-10-19T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T09:00:00.0/2022-10-19T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T10:00:00.0/2022-10-19T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T11:00:00.0/2022-10-19T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T12:00:00.0/2022-10-19T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T13:00:00.0/2022-10-19T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T14:00:00.0/2022-10-19T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T15:00:00.0/2022-10-19T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T16:00:00.0/2022-10-19T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-19T17:00:00.0/2022-10-19T18:00:00.0;22.2342;7.9228;2.9068;5.0160;52.5877;7.9228;2.9068;5.0160;52.5877;0.7917
2022-10-19T18:00:00.0/2022-10-19T19:00:00.0;234.7611;131.6754;86.0149;45.6605;472.7728;106.2604;34.8278;71.4326;240.2283;0.9000
2022-10-19T19:00:00.0/2022-10-19T20:00:00.0;485.0758;325.8837;247.8070;78.0767;695.8958;190.4351;34.4441;155.9910;85.8398;1.0000
2022-10-19T20:00:00.0/2022-10-19T21:00:00.0;713.7196;516.8815;414.6304;102.2511;796.3354;485.0363;341.1551;143.8812;640.1646;1.0000
2022-10-19T21:00:00.0/2022-10-19T22:00:00.0;905.1228;679.6943;555.1331;124.5613;842.1495;679.6943;555.1331;124.5613;842.1495;1.0000
2022-10-19T22:00:00.0/2022-10-19T23:00:00.0;1046.2543;799.2078;652.6348;146.5730;856.8979;746.7780;522.5656;224.2125;692.1758;1.0000
2022-10-19T23:00:00.0/2022-10-20T00:00:00.0;1127.5103;865.9897;700.8567;165.1330;853.9952;797.1799;515.0737;282.1062;625.2975;1.0000
2022-10-20T00:00:00.0/2022-10-20T01:00:00.0;1143.3684;882.3581;720.3098;162.0484;865.5520;834.6765;588.5055;246.1710;707.0949;1.0000
2022-10-20T01:00:00.0/2022-10-20T02:00:00.0;1092.7711;847.3663;710.7946;136.5716;893.7760;847.3663;710.7946;136.5716;893.7760;1.0000
2022-10-20T02:00:00.0/2022-10-20T03:00:00.0;979.1868;756.4988;647.4408;109.0580;908.5288;756.4988;647.4408;109.0580;908.5288;0.9167
2022-10-20T03:00:00.0/2022-10-20T04:00:00.0;810.3802;611.7536;519.7631;91.9905;879.8041;611.7536;519.7631;91.9905;879.8041;1.0000
2022-10-20T04:00:00.0/2022-10-20T05:00:00.0;597.8805;425.5667;342.9114;82.6553;783.9733;425.5667;342.9114;82.6553;783.9733;1.0000
2022-10-20T05:00:00.0/2022-10-20T06:00:00.0;356.1940;223.2157;159.5096;63.7061;600.0476;222.9830;158.9574;64.0256;596.8090;1.0000
2022-10-20T06:00:00.0/2022-10-20T07:00:00.0;103.0507;46.8055;23.1183;23.6871;202.2371;37.7607;5.1176;32.6432;51.3953;0.9000
2022-10-20T07:00:00.0/2022-10-20T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-20T08:00:00.0/2022-10-20T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-10-20T09:00:00.0/2022-10-20T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
